key,category,type,flags,default,source,lineno,django_setting,found_by,safe_to_delete,hints,has_db_value,has_disk_value,usages
store.use-relay-dsn-sample-rate,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,1,src/sentry/options/defaults.py,1057,,both,NEVER_DELETE,,,,src/sentry/utils/sdk.py
subscriptions-query.sample-rate,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.01,src/sentry/options/defaults.py,1577,,both,NEVER_DELETE,,,,src/sentry/snuba/query_subscriptions/run.py
superuser.read-write.ga-rollout,static/active,Bool,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,312,,both,NEVER_DELETE,,,,getsentry/api/admin_organization_member.py; src/sentry/auth/superuser.py; tests/getsentry/api/test_admin_integration.py; tests/getsentry/api/test_admin_organization_member.py; tests/getsentry/api/test_customer_details.py; tests/sentry/api/endpoints/test_event_attachment_details.py; tests/sentry/auth/test_access.py; tests/sentry/auth/test_superuser.py; tests/sentry/core/endpoints/test_organization_auditlogs.py; tests/sentry/core/endpoints/test_organization_member_details.py; tests/sentry/core/endpoints/test_organization_member_team_details.py; tests/sentry/integrations/test_pipeline.py; tests/sentry/issues/endpoints/test_project_performance_issue_settings.py; tests/sentry/sentry_apps/api/bases/test_sentryapps.py; tests/sentry/sentry_apps/api/endpoints/test_organization_sentry_app_installations.py; tests/sentry/sentry_apps/api/endpoints/test_sentry_apps.py; tests/sentry/sentry_apps/api/endpoints/test_sentry_internal_app_token_details.py; tests/sentry/sentry_apps/api/endpoints/test_sentry_internal_app_tokens.py; tests/sentry/users/api/bases/test_user.py; tests/sentry/users/api/endpoints/test_user_details.py
symbolicate-event.low-priority.metrics.submission-rate,static/candidate,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,1583,,none,SAFE_CANDIDATE,,,,
symbolicate.symx-logging-rate,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,1592,,string,NEVER_DELETE,,,,src/sentry/lang/native/processing.py
symbolicate.symx-os-description-list,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1597,,both,NEVER_DELETE,,,,src/sentry/lang/native/processing.py
symbolicator.enabled,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,450,,string,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/singletenant.py; tests/relay_integration/lang/javascript/test_example.py; tests/relay_integration/lang/javascript/test_plugin.py; tests/symbolicator/test_minidump_full.py; tests/symbolicator/test_payload_full.py; tests/symbolicator/test_unreal_full.py
symbolicator.ignored_sources,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,464,,both,NEVER_DELETE,,,,src/sentry/lang/native/sources.py; tests/sentry/lang/native/test_sources.py
symbolicator.options,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,"{""url"": ""http://127.0.0.1:3021""}",src/sentry/options/defaults.py,455,,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/singletenant.py; src/sentry/conf/server.py; src/sentry/lang/native/symbolicator.py
symbolicator.sourcemaps-bundle-index-refresh-sample-rate,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,1025,,both,NEVER_DELETE,,,,src/sentry/debug_files/artifact_bundles.py
symbolicator.sourcemaps-bundle-index-sample-rate,static/candidate,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,1019,,none,SAFE_CANDIDATE,all_peers_used,,,
symbolserver.enabled,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,438,,string,NEVER_DELETE,,,yes,getsentry/conf/settings/defaults.py; tests/sentry/grouping/grouping_inputs/custom-fingerprint-client-and-server-rule.json; tests/sentry/grouping/grouping_inputs/custom-fingerprint-client.json; tests/sentry/grouping/grouping_inputs/custom-fingerprint-server-rule.json; tests/sentry/grouping/grouping_inputs/hybrid-fingerprint-custom-client-hybrid-server.json; tests/sentry/grouping/grouping_inputs/hybrid-fingerprint-hybrid-client-custom-server.json
symbolserver.options,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,"{""url"": ""http://127.0.0.1:3000""}",src/sentry/options/defaults.py,443,,string,NEVER_DELETE,,,yes,getsentry/conf/settings/defaults.py
system.admin-email,static/active,inferred,FLAG_REQUIRED,,src/sentry/options/defaults.py,27,,both,NEVER_DELETE,,,yes,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/singletenant.py; src/sentry/api/endpoints/system_options.py; src/sentry/runner/initializer.py; src/sentry/tasks/beacon.py; src/sentry/templatetags/sentry_helpers.py; src/sentry/web/client_config.py; static/app/views/admin/adminSettings.spec.tsx; static/app/views/admin/adminSettings.tsx; static/app/views/admin/options.tsx; tests/js/fixtures/installWizard.ts; tests/sentry/api/endpoints/test_system_options.py; tests/sentry/runner/test_initializer.py; tests/sentry/tasks/test_beacon.py
system.base-hostname,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_NOSTORE,"os.environ.get(""SENTRY_SYSTEM_BASE_HOSTNAME""",src/sentry/options/defaults.py,69,,both,NEVER_DELETE,,,yes,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/conf/settings/singletenant.py; src/sentry/api/base.py; src/sentry/conf/server.py; src/sentry/middleware/subdomain.py; src/sentry/testutils/pytest/sentry.py; src/sentry/utils/auth.py; tests/sentry/api/test_base.py; tests/sentry/middleware/test_subdomain.py
system.databases,static/active,Dict,FLAG_NOSTORE,,src/sentry/options/defaults.py,36,,string,NEVER_DELETE,,,,src/sentry/runner/initializer.py
system.debug-files-renewal-age-threshold-days,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,30,src/sentry/options/defaults.py,43,,both,NEVER_DELETE,,,,src/sentry/debug_files/artifact_bundles.py; src/sentry/debug_files/debug_files.py; src/sentry/debug_files/release_files.py
system.event-retention-days,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,0,src/sentry/options/defaults.py,38,,both,NEVER_DELETE,,,,getsentry/conf/settings/singletenant.py; src/sentry/objectstore/__init__.py; src/sentry/quotas/base.py; tests/getsentry/test_quotas.py; tests/sentry/dashboards/endpoints/test_organization_dashboard_details.py; tests/sentry/discover/test_dashboard_widget_split.py; tests/sentry/discover/test_dataset_split.py; tests/sentry/explore/endpoints/test_explore_saved_queries.py; tests/sentry/issues/endpoints/test_group_events.py; tests/sentry/issues/endpoints/test_organization_group_index.py; tests/sentry/search/events/builder/test_discover.py; tests/snuba/api/endpoints/test_discover_saved_queries.py; tests/snuba/api/endpoints/test_organization_event_details.py; tests/snuba/api/endpoints/test_organization_events.py; tests/snuba/api/endpoints/test_organization_events_facets.py; tests/snuba/api/endpoints/test_organization_events_mep.py; tests/snuba/api/endpoints/test_organization_events_meta.py; tests/snuba/api/endpoints/test_organization_events_stats.py; tests/snuba/api/endpoints/test_organization_trace.py; tests/snuba/api/endpoints/test_organization_trace_meta.py; tests/snuba/api/endpoints/test_project_events.py; tests/snuba/api/endpoints/test_project_group_index.py; tests/snuba/test_snuba.py
system.internal-url-prefix,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,,src/sentry/options/defaults.py,64,,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/singletenant.py; src/sentry/lang/native/sources.py; tests/relay_integration/lang/javascript/test_example.py; tests/relay_integration/lang/javascript/test_plugin.py; tests/symbolicator/test_minidump_full.py; tests/symbolicator/test_payload_full.py; tests/symbolicator/test_unreal_full.py
system.logging-format,static/active,inferred,FLAG_NOSTORE,LoggingFormat.HUMAN,src/sentry/options/defaults.py,50,,both,NEVER_DELETE,,,yes,CHANGES; getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/conf/settings/singletenant.py; src/sentry/logging/README.rst; src/sentry/runner/initializer.py; src/sentry/services/http.py; src/sentry/utils/email/message_builder.py; tests/sentry/services/test_http.py
system.organization-base-hostname,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_NOSTORE,"os.environ.get(""SENTRY_ORGANIZATION_BASE_HOSTNAME""",src/sentry/options/defaults.py,75,,both,NEVER_DELETE,,,yes,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/conf/settings/singletenant.py; src/sentry/conf/server.py; src/sentry/organizations/absolute_url.py; src/sentry/testutils/pytest/sentry.py; tests/sentry/web/test_api.py
system.organization-url-template,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_NOSTORE,"os.environ.get(""SENTRY_ORGANIZATION_URL_TEMPLATE""",src/sentry/options/defaults.py,81,,both,NEVER_DELETE,,,yes,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/conf/settings/singletenant.py; src/sentry/conf/server.py; src/sentry/organizations/absolute_url.py; src/sentry/testutils/pytest/sentry.py; tests/sentry/api/test_base.py; tests/sentry/web/test_api.py
system.region,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_NOSTORE,,src/sentry/options/defaults.py,93,,string,NEVER_DELETE,,,yes,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/conf/settings/singletenant.py; src/sentry/api/utils.py; src/sentry/conf/server.py; src/sentry/testutils/pytest/sentry.py; src/sentry/types/cell.py; tests/sentry/models/test_projectkey.py; tests/sentry/preprod/api/endpoints/test_project_preprod_upload_options.py; tests/sentry/web/test_api.py
system.region-api-url-template,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_NOSTORE,"os.environ.get(""SENTRY_REGION_API_URL_TEMPLATE""",src/sentry/options/defaults.py,87,,both,NEVER_DELETE,,,yes,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/conf/settings/singletenant.py; src/sentry/api/utils.py; src/sentry/conf/server.py; src/sentry/testutils/pytest/sentry.py; src/sentry/types/cell.py; tests/sentry/models/test_projectkey.py; tests/sentry/preprod/api/endpoints/test_project_preprod_upload_options.py; tests/sentry/web/test_api.py
system.root-api-key,static/candidate,inferred,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,,src/sentry/options/defaults.py,49,,none,SAFE_CANDIDATE,,,,
system.secret-key,static/active,inferred,FLAG_CREDENTIAL | FLAG_NOSTORE,,src/sentry/options/defaults.py,48,SECRET_KEY,both,NEVER_DELETE,credential_flag,,yes,getsentry/billing/receipt_pdf.py; getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/cellsilo_maintenance.py; getsentry/conf/settings/controlsilo_maintenance.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/conf/settings/singletenant.py; getsentry/conf/settings/test.py; self-hosted/config.yml; self-hosted/sentry.conf.py; src/sentry/api/endpoints/relay/register_challenge.py; src/sentry/api/endpoints/relay/register_response.py; src/sentry/auth/system.py; src/sentry/data/config/config.yml.default; src/sentry/runner/initializer.py; src/sentry/testutils/pytest/sentry.py; tests/sentry/api/endpoints/test_system_options.py; tests/sentry/runner/commands/test_init.py; tests/sentry/runner/test_initializer.py
system.security-email,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,,src/sentry/options/defaults.py,32,,both,NEVER_DELETE,,,yes,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/singletenant.py; src/sentry/templatetags/sentry_helpers.py; static/app/views/admin/adminSettings.spec.tsx; static/app/views/admin/adminSettings.tsx; static/app/views/admin/options.tsx
system.support-email,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,,src/sentry/options/defaults.py,28,,both,NEVER_DELETE,,,yes,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/singletenant.py; src/sentry/web/client_config.py; static/app/views/admin/adminSettings.spec.tsx; static/app/views/admin/adminSettings.tsx; static/app/views/admin/options.tsx
system.upload-url-prefix,static/active,inferred,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,,src/sentry/options/defaults.py,52,,both,NEVER_DELETE,,,,src/sentry/api/endpoints/chunk.py; tests/sentry/api/endpoints/test_chunk_upload.py
system.url-prefix,static/active,inferred,FLAG_REQUIRED | FLAG_PRIORITIZE_DISK,"os.environ.get(""SENTRY_SYSTEM_URL_PREFIX""",src/sentry/options/defaults.py,57,,both,NEVER_DELETE,,,yes,CHANGES; bin/seer/trigger-night-shift; fixtures/apidocs_test_case.py; getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/conf/settings/singletenant.py; getsentry/web/github/secret_scanning.py; getsentry/web/stripe_projects/endpoints/account_requests.py; getsentry/web/stripe_projects/endpoints/deep_links.py; getsentry/web/stripe_projects/endpoints/resource_rotate_credentials.py; getsentry/web/stripe_projects/endpoints/resources.py; getsentry/web/stripe_projects/views/confirm_login.py; src/sentry/api/endpoints/organization_auth_tokens.py; src/sentry/api/endpoints/secret_scanning/github.py; src/sentry/api/utils.py; src/sentry/auth/authenticators/u2f.py; src/sentry/auth/password_validation.py; src/sentry/auth/providers/saml2/provider.py; src/sentry/conf/server.py; src/sentry/http.py; src/sentry/hybridcloud/apigateway/proxy.py; src/sentry/hybridcloud/apigateway_async/proxy.py; src/sentry/integrations/jira/views/base.py; src/sentry/lang/native/sources.py; src/sentry/locale/af/LC_MESSAGES/django.po; src/sentry/locale/ar/LC_MESSAGES/django.po; src/sentry/locale/bg/LC_MESSAGES/django.po; src/sentry/locale/ca/LC_MESSAGES/django.po; src/sentry/locale/cs/LC_MESSAGES/django.po; src/sentry/locale/da/LC_MESSAGES/django.po; src/sentry/locale/de/LC_MESSAGES/django.po; src/sentry/locale/el/LC_MESSAGES/django.po; src/sentry/locale/en/LC_MESSAGES/django.po; src/sentry/locale/es/LC_MESSAGES/django.po; src/sentry/locale/et/LC_MESSAGES/django.po; src/sentry/locale/fa/LC_MESSAGES/django.po; src/sentry/locale/fi/LC_MESSAGES/django.po; src/sentry/locale/fr/LC_MESSAGES/django.po; src/sentry/locale/gl/LC_MESSAGES/django.po; src/sentry/locale/he/LC_MESSAGES/django.po; src/sentry/locale/hi/LC_MESSAGES/django.po; src/sentry/locale/hu/LC_MESSAGES/django.po; src/sentry/locale/id/LC_MESSAGES/django.po; src/sentry/locale/it/LC_MESSAGES/django.po; src/sentry/locale/ja/LC_MESSAGES/django.po; src/sentry/locale/ko/LC_MESSAGES/django.po; src/sentry/locale/lt/LC_MESSAGES/django.po; src/sentry/locale/lv/LC_MESSAGES/django.po; src/sentry/locale/nl_NL/LC_MESSAGES/django.po; src/sentry/locale/pl/LC_MESSAGES/django.po; src/sentry/locale/pt/LC_MESSAGES/django.po; src/sentry/locale/pt_BR/LC_MESSAGES/django.po; src/sentry/locale/ro/LC_MESSAGES/django.po; src/sentry/locale/ru/LC_MESSAGES/django.po; src/sentry/locale/sk/LC_MESSAGES/django.po; src/sentry/locale/sl/LC_MESSAGES/django.po; src/sentry/locale/sv_SE/LC_MESSAGES/django.po; src/sentry/locale/tr/LC_MESSAGES/django.po; src/sentry/locale/uk/LC_MESSAGES/django.po; src/sentry/locale/zh_CN/LC_MESSAGES/django.po; src/sentry/locale/zh_TW/LC_MESSAGES/django.po; src/sentry/middleware/subdomain.py; src/sentry/models/avatars/base.py; src/sentry/models/projectkey.py; src/sentry/organizations/absolute_url.py; src/sentry/runner/initializer.py; src/sentry/sentry_apps/services/app/model.py; src/sentry/templatetags/sentry_assets.py; src/sentry/testutils/pytest/sentry.py; src/sentry/types/cell.py; src/sentry/users/api/endpoints/user_avatar.py; src/sentry/utils/groupreference.py; src/sentry/utils/http.py; src/sentry/utils/linksign.py; src/sentry/utils/security/orgauthtoken_token.py; src/sentry/web/client_config.py; src/sentry/web/frontend/base.py; src/sentry/web/frontend/react_page.py; src/sentry/web/frontend/twofactor.py; static/app/views/admin/adminSettings.spec.tsx; static/app/views/admin/adminSettings.tsx; static/app/views/admin/options.tsx; static/app/views/settings/organizationAuthTokens/newAuthToken.spec.tsx; static/app/views/settings/organizationAuthTokens/newAuthToken.tsx; tests/acceptance/chartcuterie/test_chart_renderer.py; tests/acceptance/test_account_settings.py; tests/acceptance/test_redeem_promo_code.py; tests/acceptance/test_user_admin.py; tests/js/fixtures/installWizard.ts; tests/relay_integration/lang/java/test_plugin.py; tests/relay_integration/lang/javascript/test_example.py; tests/relay_integration/lang/javascript/test_plugin.py; tests/sentry/api/endpoints/test_organization_auth_tokens.py; tests/sentry/api/endpoints/test_system_options.py; tests/sentry/api/test_base.py; tests/sentry/core/endpoints/test_organization_details.py; tests/sentry/ingest/ingest_consumer/test_ingest_consumer_processing.py; tests/sentry/integrations/opsgenie/test_client.py; tests/sentry/integrations/slack/notifications/test_issue_alert.py; tests/sentry/mail/test_adapter.py; tests/sentry/models/test_commit.py; tests/sentry/models/test_organization.py; tests/sentry/models/test_organizationmember.py; tests/sentry/models/test_projectkey.py; tests/sentry/profiles/test_task.py; tests/sentry/users/api/endpoints/test_user_authenticator_enroll.py; tests/sentry/users/api/endpoints/test_user_authenticators_index.py; tests/sentry/users/models/test_lostpasswordhash.py; tests/sentry/users/models/test_user_merge_verification_code.py; tests/sentry/utils/test_http.py; tests/sentry/utils/test_linksign.py; tests/sentry/web/frontend/test_auth_saml2.py; tests/sentry/web/test_api.py; tests/sentry/web/test_client_config.py; tests/sentry_plugins/opgsenie/test_plugin.py; tests/sentry_plugins/pagerduty/test_plugin.py; tests/sentry_plugins/pushover/test_plugin.py; tests/sentry_plugins/slack/test_plugin.py; tests/sentry_plugins/twilio/test_plugin.py; tests/symbolicator/test_minidump_full.py; tests/symbolicator/test_payload_full.py; tests/symbolicator/test_unreal_full.py
system.use-date-util-timestamps,static/candidate,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,95,,none,SAFE_CANDIDATE,,,,
tally-usage-delay-seconds,static/active,Int,DEFAULT_FLAGS,0,getsentry/models/__init__.py,648,,both,NEVER_DELETE,,,,getsentry/receivers/usage.py; tests/getsentry/receivers/test_usage.py; tests/getsentry/test_quotas.py
taskworker.producer.max_futures,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,1000,src/sentry/options/defaults.py,3877,,both,NEVER_DELETE,,,,src/sentry/taskworker/adapters.py
taskworker.route.overrides,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,{},src/sentry/options/defaults.py,3883,,both,NEVER_DELETE,,,,src/sentry/runner/commands/run.py; src/sentry/taskworker/adapters.py
tempest.crashes-timeout,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,55,src/sentry/options/defaults.py,1617,,both,NEVER_DELETE,,,,src/sentry/tempest/tasks.py; tests/sentry/tempest/test_tempest.py
tempest.latest-id-timeout,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,55,src/sentry/options/defaults.py,1613,,both,NEVER_DELETE,,,,src/sentry/tempest/tasks.py; tests/sentry/tempest/test_tempest.py
tempest.lock-buffer-seconds,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,30,src/sentry/options/defaults.py,1628,,both,NEVER_DELETE,,,,src/sentry/tempest/tasks.py; tests/sentry/tempest/test_tempest.py
tempest.poll-limit,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,25,src/sentry/options/defaults.py,1609,,both,NEVER_DELETE,,,,src/sentry/tempest/tasks.py
tempest.task-deadline-seconds,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,60,src/sentry/options/defaults.py,1623,,both,NEVER_DELETE,,,,src/sentry/tempest/tasks.py; tests/sentry/tempest/test_tempest.py
tempest.tempest-ips-api-response,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,3747,,both,NEVER_DELETE,,,,src/sentry/tempest/endpoints/tempest_ips.py; tests/sentry/tempest/endpoints/test_tempest_ips.py
totp.disallow-new-enrollment,static/active,Bool,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,211,,string,NEVER_DELETE,,,,tests/sentry/users/api/endpoints/test_user_authenticator_enroll.py
traces.sample-list.sample-rate,static/candidate,Float,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,3402,,none,SAFE_CANDIDATE,,,,
transaction-events.force-disable-internal-project,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1033,,both,NEVER_DELETE,,,,src/sentry/utils/sdk.py
txnames.bump-lifetime-sample-rate,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.1,src/sentry/options/defaults.py,2518,,string,NEVER_DELETE,,,,src/sentry/ingest/transaction_clusterer/datasource/redis.py; tests/sentry/ingest/test_transaction_clusterer.py
u2f.app-id,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,"""""",src/sentry/options/defaults.py,242,,both,NEVER_DELETE,,,,src/sentry/auth/authenticators/u2f.py
u2f.disallow-new-enrollment,static/active,Bool,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,253,,string,NEVER_DELETE,,,,tests/sentry/users/api/endpoints/test_user_authenticator_enroll.py
u2f.facets,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,247,,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; src/sentry/auth/authenticators/u2f.py; src/sentry/web/frontend/twofactor.py
uptime.automatic-hostname-detection,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,True,src/sentry/options/defaults.py,3711,,both,NEVER_DELETE,,,,src/sentry/uptime/autodetect/detector.py; tests/sentry/tasks/test_post_process.py; tests/sentry/uptime/autodetect/test_detector.py
uptime.automatic-subscription-creation,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,True,src/sentry/options/defaults.py,3719,,both,NEVER_DELETE,,,,src/sentry/uptime/autodetect/tasks.py; tests/sentry/uptime/autodetect/test_tasks.py
uptime.checker-regions-mode-override,static/active,Dict,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,{},src/sentry/options/defaults.py,3695,,both,NEVER_DELETE,,,,src/sentry/uptime/subscriptions/regions.py; tests/jobs/test_uptime_recheck_subscription_regions.py; tests/sentry/uptime/consumers/test_results_consumer.py; tests/sentry/uptime/subscriptions/test_regions.py; tests/sentry/uptime/subscriptions/test_subscriptions.py; tests/sentry/uptime/subscriptions/test_tasks.py
uptime.create-issues,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,True,src/sentry/options/defaults.py,3703,,both,NEVER_DELETE,,,,src/sentry/uptime/grouptype.py; tests/sentry/uptime/consumers/test_results_consumer.py; tests/sentry/uptime/test_grouptype.py
uptime.disabled-checker-regions,static/candidate,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,3689,,none,SAFE_CANDIDATE,all_peers_used,,,
uptime.restrict-issue-creation-by-hosting-provider-id,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,3677,,both,NEVER_DELETE,,,,src/sentry/uptime/grouptype.py; tests/sentry/uptime/test_grouptype.py
uptime.update-checker-script-interval-seconds,static/active,inferred,DEFAULT_FLAGS,300,getsentry/models/__init__.py,710,,both,NEVER_DELETE,,,,getsentry/jobs/uptime_update_checker_interval_seconds.py; job_manifests/run-uptime-update-checker-inteval-seconds.yaml
uptime.uptime-ips-api-response,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,3737,,both,NEVER_DELETE,,,,src/sentry/uptime/endpoints/uptime_ips.py; tests/sentry/uptime/endpoints/test_uptime_ips.py
uptime.use-detectors-by-data-source-cache,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,True,src/sentry/options/defaults.py,3726,,both,NEVER_DELETE,,,,src/sentry/uptime/consumers/results_consumer.py
user-settings.signed-url-confirmation-emails,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,292,,both,NEVER_DELETE,,,,src/sentry/users/api/endpoints/user_emails.py; src/sentry/users/web/accounts.py; tests/sentry/users/api/endpoints/test_user_emails_confirm.py
user-settings.signed-url-confirmation-emails-salt,static/active,String,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,"""signed-url-confirmation-emails-salt""",src/sentry/options/defaults.py,286,,both,NEVER_DELETE,,,,src/sentry/users/api/endpoints/user_emails.py; src/sentry/users/web/accounts.py; tests/sentry/users/api/endpoints/test_user_emails_confirm.py
vercel.client-id,static/active,inferred,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,,src/sentry/options/defaults.py,877,,both,NEVER_DELETE,,,yes,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/web/vercel/oauth.py; src/sentry/identity/vercel/provider.py; src/sentry/testutils/pytest/sentry.py
